recordURL,apiUrl,imageUrl,paintingUrl,inscriptionText,artistName,artDate,artTitle,thresholdLevel,boxLeft,boxTop,boxWidth,boxHeight,angle,Invert
https://www.metmuseum.org/art/collection/search/724694,https://collectionapi.metmuseum.org/public/collection/v1/objects/724694,https://images.metmuseum.org/CRDImages/dp/original/DP863359.jpg,,"Inscription:Inscribed in plate across center: ""Mr„ Eugene Delacroix""Inscribed in ink across bottom: ""avec les remerciements / [illegible]""Translation of ink inscription across bottom: ""With thanks [illegible]""",Anonymous,ca. 1822–63,"Eugène Delacroix, calling card",0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/357121,https://collectionapi.metmuseum.org/public/collection/v1/objects/357121,https://images.metmuseum.org/CRDImages/dp/original/DP357019.jpg,,"Signature:signed in pencil, bottom R. corner: F. Rosaspina (see inscriptions)Inscription:Graphite, bottom R. corner, probably autograph: Vi sono molte cose da coreggere anche nel [illegible]/ F. RosaspinaGraphite, bottom edge, R. of center, another hand: Proof [illegible words]Graphite, bottom L. corner, another hand: a1211",Francesco Rosaspina,1805–12,Amorini Celebrate the Rape of Proserpine,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/765046,https://collectionapi.metmuseum.org/public/collection/v1/objects/765046,https://images.metmuseum.org/CRDImages/dp/original/DP883871.jpg,,"Signature:Recto: MARCUS WARD & CO / ENT STA HALLInscription:Recto, in a gray box:""TAKE THE MESSAGE I commit/ To thy faithful care;/ Swiftly, swiftly, carry it/ Through the rushing air!/ Take it to my Valentine/ Bird more blest than I!/ O had I wings like thine,/ I should not wish, but fly.""Verso, in very pale graphite script, largely illegible, poetry about love covers the entire side.",Kate Greenaway,1874,Valentine,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340732,https://collectionapi.metmuseum.org/public/collection/v1/objects/340732,https://images.metmuseum.org/CRDImages/dp/original/DP803622.jpg,,"Inscription:The recto is inscribed, at center of lower border, in pen and brown ink: ""Scala [...]"" (illegible).The recto is annotated, at lower right, in graphite: ""221"".Marking:No watermark.","Anonymous, Italian, Piedmontese, 18th century",1700–1780,Design for a Painted Wall Decoration: Architectural Perspective Seen Through an Arch,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340096,https://collectionapi.metmuseum.org/public/collection/v1/objects/340096,https://images.metmuseum.org/CRDImages/dp/original/DP802398.jpg,,"Inscription:Annotated in brown ink cursive on verso (visible from recto), ""[illegible] Romanelli"".Marking:No watermark visible.","Anonymous, Italian, Roman-Bolognese, 17th century",17th century,"Scene with Woman and Child, and Beggar",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340140,https://collectionapi.metmuseum.org/public/collection/v1/objects/340140,https://images.metmuseum.org/CRDImages/dp/original/DP802428.jpg,,"Inscription:Annotated in brown ink at lower left corner, ""Valerio Castelli G ... [illegible]"" (according to accession card ""Valerio Castelli, Genoese"").Marking:No watermark visible.","Anonymous, Italian, Roman-Bolognese, 17th century",17th century,Lot and His Daughters (?),0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/343145,https://collectionapi.metmuseum.org/public/collection/v1/objects/343145,https://images.metmuseum.org/CRDImages/dp/original/DP802017.jpg,,"Inscription:Drawing annotated by an early collector in pen and brown ink at upper left, Tribolo; illegible annotation in pen and brown ink at upper right corner, [31?].","Anonymous, Italian or Spanish, 16th century",16th century,Ornamental Design with Eagles and Mythological Figures,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/334865,https://collectionapi.metmuseum.org/public/collection/v1/objects/334865,https://images.metmuseum.org/CRDImages/dp/original/DP803437.jpg,,"Inscription:At bottom, inscribed ""Duplum Bibliothecae Regiae Monacensis"" in graphite (18th- or 19th century). Verso, an illegible inscription in pen and brown ink","Anonymous, German, 15th century",15th century,Crucifixion with the Virgin and St. John the Evangelist,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/341362,https://collectionapi.metmuseum.org/public/collection/v1/objects/341362,https://images.metmuseum.org/CRDImages/dp/original/DP818886.jpg,,Signature:Signed in pen and black ink at lower left of image: C DELORT.Inscription:Inscribed in pen and black ink at upper center margin: A Monsieur Avery [illegible] / de sa visite du 11 juin 1880.. / ch delort.; on verso: to S.P.A. by F. Willem and Leon G. Luigg (?),Charles-Edouard Delort,1880,Flutist,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/384468,https://collectionapi.metmuseum.org/public/collection/v1/objects/384468,https://images.metmuseum.org/CRDImages/dp/original/DP824006.jpg,,"Signature:Signed and dated at lower right, in graphite: M.K. / 18 juli[?] 1903Inscription:Illegible inscription at lower left.Marking:At lower right, stamped in black ink, mark of man's head (not in Lugt).",Max Klinger,1887–1903,At the Gate (from the series A Love),0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/385075,https://collectionapi.metmuseum.org/public/collection/v1/objects/385075,https://images.metmuseum.org/CRDImages/dp/original/DP808479.jpg,,"Inscription:Lettered in plate, lower left: [B]oucher inv; right: uxor ejus sculpsit[illegible inscription in pen and brown ink at lower right: (u 1/2)?]",Marie Jeanne Boucher,ca. 1750–60,Two Boys Sleeping Besides a Tree,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/345075,https://collectionapi.metmuseum.org/public/collection/v1/objects/345075,https://images.metmuseum.org/CRDImages/dp/original/DP802919.jpg,,"Inscription:Recto, lower right margin, in yellow ink: (Cut off illegible writing).Verso, lower right, in graphite: 2001.498Mount, bottom right, in graphite: FÜSSLI 2001.498Marking:The paper bears a watermark representing a horn within a crowned shield with the initials C and R on either side.",Johann Melchior Füssli,ca. 1730,A Scene of Judgment,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340701,https://collectionapi.metmuseum.org/public/collection/v1/objects/340701,https://images.metmuseum.org/CRDImages/dp/original/DP803521.jpg,,"Inscription:The recto is annotated, at lower right corner, in lead point: ""[illegible, maybe 163??],"" and to the right in graphite: ""76"".The verso is annotated in graphite: ""497"" or ""447"" [?].Marking:Watermark: 8 petals flower of a maximum height of 5.3 cm (not in Briquet, but similar to Briquet 6603, but which has a smaller center, and to Briquet 6599, but which is smaller in overall size; these are late 15th century watermarks around the area of Milan).","Anonymous, Italian, Lombard, 16th century",1550–1620,Design for a Wall Fountain,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/335802,https://collectionapi.metmuseum.org/public/collection/v1/objects/335802,https://images.metmuseum.org/CRDImages/dp/original/DP804386.jpg,,"Inscription:Annotated in pencil with in cartouche: (illegible)Inscription in pen and brown ink at center: [legible, but needs to be transcribed, difficult to read]In pen and brown ink at upper right: N.2.Marking:In violet at upper right, collector's mark of Sammlung Dros (Lugt 697)MMA stamp on verso",Johann Oktavian Salver,1750–88,"Design for a Frame with Flowers, Feathers, Leaves, and Grapes",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/362120,https://collectionapi.metmuseum.org/public/collection/v1/objects/362120,https://images.metmuseum.org/CRDImages/dp/original/DP884901.jpg,,"Inscription:In pen and black ink at upper left: ""[?]owe""; in pen and brown ink: ""Primur""Marking:At upper left, stamp in black ink: [illegible]On verso, collector's sticker: ""Galerie A. Decour Paris n."", with ""507"" written in pen and blue ink","Anonymous, French, 18th century",mid-18th century,Design for a Façade,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/388414,https://collectionapi.metmuseum.org/public/collection/v1/objects/388414,https://images.metmuseum.org/CRDImages/dp/original/DP823635.jpg,,"Inscription:Inscribed in pen and black ink on the tomb at right, illegible with the exception of the date: 1758.",Hubert Robert,ca. 1756,Capriccio with an Ancient Temple,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/337323,https://collectionapi.metmuseum.org/public/collection/v1/objects/337323,https://images.metmuseum.org/CRDImages/dp/original/DP806736.jpg,,"Inscription:Lower right corner, pen and brown ink: oisans/(Isère)/-1858- (written over illegible numbers in another hand [?])Marking:Lower right corner, red sale stamp (Lugt 1268). This mark appears on drawings from the artist's collection sold after his death. The drawing is not listed in the catalogue of Huet's atelier sale (Paris, Hôtel Drouot, April 15-16, 1878)",Paul Huet,1858,Mountain View at Oisans (Isère),0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340105,https://collectionapi.metmuseum.org/public/collection/v1/objects/340105,https://images.metmuseum.org/CRDImages/dp/original/DP807115.jpg,,"Inscription:At lower right corner, in graphite?: [Illegible annotation]On verso of secondary support, in graphite: Velasquez / di [?] Velasquez / ... [?]Marking:Stamp in brown ink, bottom center: [collector's mark of MMA]",André Lebrun,ca. 1760–90,"Prophet Seated in Profile on a Cloudbank, Praying: decoration for a spandrel",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340321,https://collectionapi.metmuseum.org/public/collection/v1/objects/340321,https://images.metmuseum.org/CRDImages/dp/original/DP803158.jpg,,"Inscription:Pen and brown ink calligraphic letters on verso, top border, illegible.Marking:Coat of arms watermark with letters underneath.","Giovanni Larciani (""Master of the Kress Landscapes"")",18th century,Two Design Drawings for a Writing Desk,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/362254,https://collectionapi.metmuseum.org/public/collection/v1/objects/362254,https://images.metmuseum.org/CRDImages/dp/original/DP339402.jpg,,"Inscription:At top: ""Dessin de la Frigate du Roi La Didon en construction a Lorient""; additional inscriptions of illegible names of ships. Below, ""Collet / dans la forme du d-- de la [remis] Hubert""","Anonymous, French, 18th century",18th century,"Design for the Frigate ""La Didion""",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/362463,https://collectionapi.metmuseum.org/public/collection/v1/objects/362463,https://images.metmuseum.org/CRDImages/dp/original/DP828181.jpg,,Marking:On verso at right center: The Metropolitan Museum of Art stampOn recto at bottom center in ink: Illegible script,Giovanni Battista Piranesi,ca. 1749–50,"The Pier with a Lamp, from ""Carceri d'invenzione"" (Imaginary Prisons)",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/342972,https://collectionapi.metmuseum.org/public/collection/v1/objects/342972,https://images.metmuseum.org/CRDImages/dp/original/DP888711.jpg,,"Inscription:Monogram: ""A""V""; inscription: (in the margin) ""ARIADENVS BARBARVSSA CIRTHAE IVNET / IQ REX AC OTOMANICAE CLASSIS PRAEF, 1535""Graphite, bottom left corner: ""The Younger Barbarossa""Brown ink, bottom center: ""obiit 1547 [J98? 199? illegible] R. of Charles V vol. 2 p. 36 364-""; verso, bottom left corner: [""HB""?] (not in Lugt)",Agostino Veneziano (Agostino dei Musi),1535,Portrait of Barbarossa,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/903540,https://collectionapi.metmuseum.org/public/collection/v1/objects/903540,https://images.metmuseum.org/CRDImages/dp/original/DP-30762-001.jpg,,Inscription:Lower left margin in graphite: 23 –[illegible],EngraverDavid Lucas,1845–46,Mill near Colchester,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/903538,https://collectionapi.metmuseum.org/public/collection/v1/objects/903538,https://images.metmuseum.org/CRDImages/dp/original/DP-30761-001.jpg,,Inscription:Lower left margin in graphite: 19 –[illegible],EngraverDavid Lucas,1845–46,Mill near Colchester,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/903542,https://collectionapi.metmuseum.org/public/collection/v1/objects/903542,https://images.metmuseum.org/CRDImages/dp/original/DP-30763-001.jpg,,Inscription:Lower right margin in graphite: 16 of only –[illegible],EngraverDavid Lucas,1845–46,Mill near Colchester,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/371416,https://collectionapi.metmuseum.org/public/collection/v1/objects/371416,https://images.metmuseum.org/CRDImages/dp/original/DP803077.jpg,,"Signature:Signed and dated in black ink on upper right recto: Jochim Luchteke von / Der Wißmer(?) / Ingelstadt 1595.Inscription:Pen and light brown ink on upper half verso: […] für das […] / Johannes von […] / von Bamberg (?) / geschrieben am 13. Oktober …(cut) / .89.(or .8g.).Inscription by later hand in point of the brush and black wash on lower half verso, (illegible).Annotated in graphite on lower left verso, EK 2624; and 'Free.'Marking:Museum stamp (Moravske zemske museum - Moravian Provincial Museum) on lower left verso with inventory number in black ink, 3267 (not in Lugt); unknown collector's mark (not in Lugt), of name: F. We [...], purple stamp on verso.",Joachim Lüchteke,1595,Allegory of Art,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/371419,https://collectionapi.metmuseum.org/public/collection/v1/objects/371419,https://images.metmuseum.org/CRDImages/dp/original/DP803421.jpg,,"Inscription:In dark brown ink on lower center recto, […] (illegible)Marking:Collector's stamp on mount in lower left corner verso (not in Lugt). Red ink stamp on mount in lower right corner verso, P.",Hans Heinrich Waegmann,ca. 1611–14,Battle Scene,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/337871,https://collectionapi.metmuseum.org/public/collection/v1/objects/337871,https://images.metmuseum.org/CRDImages/dp/original/DP811949.jpg,,"Inscription:Inscribed in pen and brown ink at lower left corner: ""Adam""/ [written over a largely illegible inscription in pen and lighter brown ink that appears to end with the date 1759]",Charles Joseph Natoire,1759,Landscape with a Large Villa on a Hilltop,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/405737,https://collectionapi.metmuseum.org/public/collection/v1/objects/405737,https://images.metmuseum.org/CRDImages/dp/original/DP269422.jpg,,"Inscription:Inscribed within image in graphite: ""* / p / w""Inscribed below in graphite: ""P Plain Part faint Blue [illeg.] Clouds v dusky warm Yellow * Purple/ Grey deep Grey the Light opening glowing yellow in the light""",Joseph Wright (Wright of Derby),1774–75,"Cloud study (Smaller Italian sketchbook, leaf 14 recto)",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/339993,https://collectionapi.metmuseum.org/public/collection/v1/objects/339993,https://images.metmuseum.org/CRDImages/dp/original/DP802248.jpg,,Inscription:Annotated in brown ink script at upper left corner: [illegible],"Anonymous, Italian, Roman-Bolognese, 17th century",17th century,"Two Figures: Nude Youth on One Knee, Man Standing with Left Foot Raised",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/668091,https://collectionapi.metmuseum.org/public/collection/v1/objects/668091,https://images.metmuseum.org/CRDImages/dp/original/DP849320.jpg,,"Inscription:Bottom left center, printed within image: HS next to a shovel, on a tablet [artist's monogram]; bottom center of sheet: one column of printed text in German; bottom edge of sheet, in graphite: 77 [illegible]On verso, printed image and German text",Hans Schäufelein,1533,"Judith with the Head of Holophernes, from ""Das Büchle Memorial""",0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/336024,https://collectionapi.metmuseum.org/public/collection/v1/objects/336024,https://images.metmuseum.org/CRDImages/dp/original/DP802078.jpg,,"Inscription:Inscribed in banderolle above, in brush and brown: [illegible]. In brush and brown ink at lower left: JA. De Coxie.Annotated on verso in pencil: Johan Antony Coxie/ b. after 1650-1720/ (in another hand) ANDREAS MATTHAUS WOLFGANG (1660-1736) engr. titles after C.'s drawings.Marking:MMA Stamp on verso.",Jan Antoine Coxie,late 17th century,Design for a Title Page: A General and His Army Looking at a Map.,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/742822,https://collectionapi.metmuseum.org/public/collection/v1/objects/742822,https://images.metmuseum.org/CRDImages/dp/original/DP873842.jpg,,"Inscription:in plate within image lower left: ""Rowlandson 1807""; below image center: ""EASTER MONDAY. / OR THE COCKNEY HUNT.""; right: ""Designd [illegible] & Pub July 14 1811 / by T Rowlandson N1 James Street / Adelphi London""",Artist and publisherThomas Rowlandson,"July 14, 1807","Easter Monday, or The Cockney Hunt",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/335412,https://collectionapi.metmuseum.org/public/collection/v1/objects/335412,https://images.metmuseum.org/CRDImages/dp/original/DP810274.jpg,,"Inscription:Inscribed on verso in pen and black ink at upper margin: Das gange wirkt [...] blasse Tusche ein wenig schwarz / bei verkleinerung und vignette falle dies zu eher weg / Bein Schneiden ersuche ich den...Hylographen die [...] / strahlen moglich fein, aus Ende verlaufend wieder[...] / gehen.Inscribed on recto at lower right in pen and black ink: verte [crossed out with pencil]Illegible three lines annotated on recto in pencil at lower margin.Annotated on verso in pencil at center: von max Klinger / Es ist auch [...]",Max Klinger,late 19th–early 20th century,Wounded Crane with an Arrow in its Breast Before Setting Sun,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340205,https://collectionapi.metmuseum.org/public/collection/v1/objects/340205,https://images.metmuseum.org/CRDImages/dp/original/DP802308.jpg,,"Inscription:Annotated at lower left corner in brown ink: ""IGR"" [?]; illegible graphite annotation at lower edge near center ""[Anon]?"", crossed out.Marking:No watermark visible. Collector's stamp of Giuseppe Vallardi (Lugt 1223).","Anonymous, Italian, Roman-Bolognese, 17th century",17th century,Venus and Adonis,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340219,https://collectionapi.metmuseum.org/public/collection/v1/objects/340219,https://images.metmuseum.org/CRDImages/dp/original/DP801779.jpg,,"Inscription:On verso in brown ink cursive (secondary support partially removed), along right edge:[illegible]Marking:Watermark: [Six pointed star watermark within two concentric circles (not in Briquet)]; Stamped: [Collector's stamp of Giuseppe Vallardi (Lugt 1223)]","Anonymous, Italian, 16th century",16th century,Soldiers Running,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/337705,https://collectionapi.metmuseum.org/public/collection/v1/objects/337705,https://images.metmuseum.org/CRDImages/dp/original/DP807585.jpg,,"Inscription:On verso in pen and brown ink are two columns of names (illegible, the hand of Le Sueur?), perhaps members of the Académie Royale et da la Maîtrise?",Eustache Le Sueur,17th century,Minerva Presenting Two Portraits to Apollo,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340760,https://collectionapi.metmuseum.org/public/collection/v1/objects/340760,https://images.metmuseum.org/CRDImages/dp/original/DP801439.jpg,,"Inscription:Inscribed at upper left corner, in pen and brown ink, ""Galeria di Somariva di Perno Casa S. Tomaso."" Inscribed at various parts of design, in black chalk or leadpoint, ""statua,"" ""trofei,"" ""arabeschi,"" ""basso rilievo"" and ""[illegible] arabeschi"".Marking:Watermark: ""J Honig / & / Zoonen"", similar in type to Heawood nos. 3344 and 3345 (Berne, 1787).",Leonardo Marini,1760–97,Design for the Interior of a Gallery of a Palace,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/343099,https://collectionapi.metmuseum.org/public/collection/v1/objects/343099,https://images.metmuseum.org/CRDImages/dp/original/DP812008.jpg,,"Inscription:Inscribed in gray ink at the base of the monument: ""[illegible and crossed out]""",Gilles-Marie Oppenord,ca. 1690–1740,Design for a Monument to a Military Leader,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/339915,https://collectionapi.metmuseum.org/public/collection/v1/objects/339915,https://images.metmuseum.org/CRDImages/dp/original/DP805608.jpg,,"Inscription:at upper right in pen, illegible and largely effaced inscription.",Studio ofFrançois Clouet,None,Portrait of a Man,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/334755,https://collectionapi.metmuseum.org/public/collection/v1/objects/334755,https://images.metmuseum.org/CRDImages/dp/original/DP805831.jpg,,"Inscription:Graphite (Delacroix's hand), lower center: Serpent; lower right: plus grand le monstre; upper left corner (same hand): . . . [illegible]Marking:Stamped, lower right in red: E.D. (Delacroix sale stamp, Lugt 838)",Eugène Delacroix,ca. 1849–51,The Triumph of Genius over Envy,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/335374,https://collectionapi.metmuseum.org/public/collection/v1/objects/335374,https://images.metmuseum.org/CRDImages/dp/original/DP803677.jpg,,"Inscription:Inscribed in pen and dark brown ink across upper margin: ""Ego autem non ascendo ad / dorm Sestum istum Io: 7""; and across lower margin and cut off: ""Sestum...[illegible]"".Annotated in pen and black ink: ""J.W. Baumgartner del.""Annotated on verso in pencil: ""Joh. Wolfgang / Baumgartner / Kufstein 1712 / Augsburg 1761""; and in another hand: ""AK""Numbered in pencil at lower right: [...] / 20",Johann Wolfgang Baumgartner,early to mid-18th century,Crucifixion,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/339999,https://collectionapi.metmuseum.org/public/collection/v1/objects/339999,https://images.metmuseum.org/CRDImages/dp/original/DP802292.jpg,,Inscription:On mount at lower right in brown ink and crossed out: [illegible annotation],"Anonymous, Italian, Bolognese, 17th century",17th century,Saint Catherine Flanked by a Male and a Female Saint,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/720282,https://collectionapi.metmuseum.org/public/collection/v1/objects/720282,https://images.metmuseum.org/CRDImages/dp/original/DP874659.jpg,,"Inscription:Inscribed in stone, upper left: à M.r Henri de BORNIER; center: LES / MORTS D'AMOUR; center left: Ballade; center right: Crée par / BELHOMME / de l'Opera Comique; bottom left: Piano 3f; right P format: 1f; bottom left center: Paroles de / ÉDOUARD GRESSIN bottom right center: Music de / EUGÈNE LAMARE; bottom center: Paris A PATAY, Editeur 31 Faubg St Martin / Tous Droits d'Audition de Tradution de [illegible] réservésSigned in stone, lower right [in reverse]: E CARRIÈRE",Eugène Carrière,ca. 1885,The Deaths of Love,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/397425,https://collectionapi.metmuseum.org/public/collection/v1/objects/397425,https://images.metmuseum.org/CRDImages/dp/original/DP830374.jpg,,Signature:Signed at lower right within image: 'C. HUTIN [next word illegible].'Inscription:Signed at lower right within image: 'C. HUTIN [next word illegible].' Lettered in bottom margin: 'C / Donné à l'Ecole par Mr. Goupy Secretaire du Roy.' Lettered in reverse near top center of image: 'AQVA ... / 1768.',Charles Hutin,1768,Design for a fountain with a seated nymph at left and triton holding a shell to his mouth at right,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/341602,https://collectionapi.metmuseum.org/public/collection/v1/objects/341602,https://images.metmuseum.org/CRDImages/dp/original/DP811849.jpg,,"Inscription:Illegible and partly effaced annotation in pen and brown ink, in the artist's hand, at lower border beginning, la carità. . . .",Pietro Testa,1612–50,A Seated Female Figure Surrounded by Nude Infants,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/414990,https://collectionapi.metmuseum.org/public/collection/v1/objects/414990,https://images.metmuseum.org/CRDImages/dp/original/DP830415.jpg,,"Inscription:Printed text along lower edge of image on card: [text illegible, faded]Printed text along lower edge of card: [text illegible, faded][Verso of card not visible as pasted onto album page].",Issued byAllen & Ginter,ca. 1888,"Georgie Blake, From the Actors and Actresses series (N45, Type 1) for Virginia Brights Cigarettes",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/700407,https://collectionapi.metmuseum.org/public/collection/v1/objects/700407,https://images.metmuseum.org/CRDImages/dp/original/DP860179.jpg,,"Inscription:Inscribed in pen and brown ink at lower right, “[illeg.] auvézeley /[Partis manquants?] / [illeg.]/ David et Goliath / EViollet Leduc”",Eugène-Emmanuel Viollet-le-Duc,ca. 1840,"David and Goliath, after a Capital in Vézelay Abbey",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/398288,https://collectionapi.metmuseum.org/public/collection/v1/objects/398288,https://images.metmuseum.org/CRDImages/dp/original/DP818419.jpg,,"Inscription:In image: ""Etudes prises dans le bas Peuple ou [sic] les Cris de Paris Troisieme Suitte 1738. Avec Privilege du Roi. A Paris chez Fessard rue St Denis au Gd. St. Louis pres le Sepulcre.""Etched below the above inscription: ""pro noblis. a paris chez [illegible]""Below image, on left: ""Bouchardon in""; centered: ""Marchand d'Images""; on right: ""Gravé à l’Eau forte par C. et retouché par Et. Fessard""","Anne Claude Philippe de Tubières, comte de Caylus",1738,Picture Seller,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/647599,https://collectionapi.metmuseum.org/public/collection/v1/objects/647599,https://images.metmuseum.org/CRDImages/dp/original/DP890153.jpg,,"Inscription:in plate, within image, at lower left: ""Queen Mary's Closet, Holyrood Palace/ from which Rizzio was dragged & murdered; / With Darnley's Armour, Boots, Glove, Lanets and Queen Mary's [...] Coronation [...]"" [illegible]",Samuel Dukinfield Swarbreck,November 1837,"Closet of Mary, Queen of Scots, Holyrood Palace, from which Rizzio was dragged and murdered",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/335917,https://collectionapi.metmuseum.org/public/collection/v1/objects/335917,https://images.metmuseum.org/CRDImages/dp/original/DP818906.jpg,,"Inscription:On recto, lower left corner in brown ink ""(D.)""On recto, upper left to center in brown ink ""(l'intendant) de Marron""On verso, upper left to upper center in black ink ""(illeg.) gouverneur D'enfants""",Jean Charles Delafosse,None,"Caricature of a Junkman [recto], Caricature of a School Master [verso]",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/334974,https://collectionapi.metmuseum.org/public/collection/v1/objects/334974,https://images.metmuseum.org/CRDImages/dp/original/DP228468.jpg,,"Signature:Signed and dated, lower left center, in brown ink: ""Dises ist gemalt worten in Rögenspurg/ bei die H:[errn] P:[atres] Cardeisser. a:[nno] 1699/ in den Jullij./ Steidl""Inscription:Squaring numbered from left center, in brown ink: 1-13 and vertically in center, 1-8Scale indicated, lower center, in brown inkLower right corner, in graphite: ""N 53"" [erased]Verso, in brown ink, outline of a frameHorizontal, graphite line across centerLower right, in red crayon, in an 18th c. hand: ""97"" (?) [cut off by mat]Upper center, in black chalk: ""1650""Lower center, illegible markings in brown inkMat, inscribed in graphite: ""Baron Peter von Strudel (Cles [TYROL] 1660-1714 [VIENNA])/ ""Jesus beim Gastmahl des Pharisaers Simon""/ Study for fresco in Stiftbibliothek in Kloster Lambach, Lambach (Oberöestreich)/ signed + dated 1699""Marking:Verso, lower left, the collector's mark of Charles de Burlet (Lugt 4261); at lower right, erased markings in graphite or black chalk",Melchior Steidl,1699 or before,Feast in the House of Simon,0.3,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/336089,https://collectionapi.metmuseum.org/public/collection/v1/objects/336089,https://images.metmuseum.org/CRDImages/dp/original/DP803538.jpg,,"Inscription:Recto, upper right, in pen and brown ink: comodare and co[...]Recto, right-center, along lower margin and perpendicular to the lower margin between the central and right-hand studies, in pen and light brown ink, illegible inscriptionsVerso, lower half, in pen and brown ink, fragment of an extensive inscription",None,ca. 1520,Allegory of Peace,0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/340605,https://collectionapi.metmuseum.org/public/collection/v1/objects/340605,https://images.metmuseum.org/CRDImages/dp/original/DP803744.jpg,,"Inscription:Illegible scribbles in pen and brown ink on recto, top right; annotated ""VI"" on verso, in pen and brown ink.Marking:Wreath watermark.","Giovanni Larciani (""Master of the Kress Landscapes"")",18th century,"Two Variant Designs for the Interior of a Room, Decorated with Porcelains, Fireplace in Center, and With the Doorways at Either Side",0.9,65,120,30,50,-1,
https://www.metmuseum.org/art/collection/search/422922,https://collectionapi.metmuseum.org/public/collection/v1/objects/422922,https://images.metmuseum.org/CRDImages/dp/original/DP828957.jpg,,Inscription:At lower left on the corner of the book: SOPHOCLE / EURIPIDE / ESCHYLE / ARISTOTE / [illegible text]At lower right on left page of book: ATRÉE ET TYESTEAt bottom center: CREBILLON / Né a Dyon en 1674. Morte a Paris in 1762At bottom center: Deßiné et Gravé par Aug. de St. Aubin d'après le Buste en terre cuite fait par J.B. le Moine Sculpteur du Roy. - / 1770 / Se vend a Paris chez l'Auteur rue des Mathurin au petit Hotel de Clugny et aux adtreßes ordinaires. -Marking:On verso at center: The Metropolitan Museum of Art stamp,Augustin de Saint-Aubin,1770,Portrait of Crébillon,0.3,65,120,30,50,-1,
